1 SEDAN TYPE SALES JAN JUL 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,CATEGORY
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HR-V E+,1.497,CVT,G,40,-,-,-,121,2.61,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,447,314,582,-,-,-,-,-,1%,1%,1.343
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HR-V e:HEV,1.497,CVT,HYBRID,40,-,-,-,106/131,2.61,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,-,265,839,-,-,-,-,-,1%,0%,1.104
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HR-V RS e:HEV,1.497,CVT,HYBRID,40,-,-,-,106/131,2.61,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,-,376,429,-,-,-,-,-,0%,0%,805
4X2 TYPE,CC < 1.500 [G/D],HONDA,CITY HB RS,1.5,MT,G,40,-,-,16 x 6J,121,2.6,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],HONDA,CITY HB RS,1.5,CVT,G,40,-,-,16 x 6J,121,2.6,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],HONDA,NEW CITY HB RS0HS,1.5,CVT,G,40,-,-,16 x 6J,121,2.6,4349 x 1748 x 1488,-,4X2,FF,-,5,4,CKD,INA,48,142,59,58,30,50,66,-,-,-,-,-,0%,0%,453
4X2 TYPE,CC < 1.500 [G/D],HONDA,WRV E,1.5,MT,G,35,-,-,16 x 7J,119,2.485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,13,9,8,12,18,1,29,-,-,-,-,-,0%,0%,90
4X2 TYPE,CC < 1.500 [G/D],HONDA,WRV E,1.5,CVT,G,35,-,-,16 x 7J,119,2.485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,9,63,28,-,50,45,1,-,-,-,-,-,0%,0%,196
4X2 TYPE,CC < 1.500 [G/D],HONDA,WRV RS,1.5,CVT,G,35,-,-,17 x 7J,119,2.485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,444,445,458,162,242,94,198,-,-,-,-,-,1%,1%,2.043
4X2 TYPE,CC < 1.500 [G/D],HONDA,WRV RS 0 HS,1.5,CVT,G,35,-,-,17 x 7J,119,2.485,4060 x 1780 x 1608,-,4X2,FF,-,5,4,CKD,INA,145,152,69,121,375,145,67,-,-,-,-,-,1%,0%,1.074
4X2 TYPE,CC < 1.500 [G/D],HONDA,BRV S,1.5,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,-,-,300,360,-,210,132,-,-,-,-,-,1%,0%,1.002
4X2 TYPE,CC < 1.500 [G/D],HONDA,BRV E,1.5,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,21,16,105,2,6,16,50,-,-,-,-,-,0%,0%,216
4X2 TYPE,CC < 1.500 [G/D],HONDA,BRV E,1.5,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,114,171,93,9,93,32,97,-,-,-,-,-,0%,0%,609
4X2 TYPE,CC < 1.500 [G/D],HONDA,BRV E Prestige,1.5,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,615,727,32,52,191,18,153,-,-,-,-,-,1%,1%,1.788
4X2 TYPE,CC < 1.500 [G/D],HONDA,BRV Prestige0HS,1.5,CVT,G,42,-,-,-,-,-,-,7,4X2,FF,-,5,4,CKD,INA,121,120,83,-,55,12,89,-,-,-,-,-,0%,0%,480
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Venue,998,AT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CBU,India,-,22,6,1,1,1,-,-,-,-,-,-,0%,0%,31
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta Prime 1.5 IVT,1.5,AT,G,40,1.66,-,215/60/R17,115,2.61,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,101,95,31,-,-,1,-,-,-,-,-,-,0%,0%,228
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta Prime 1.5 IVT Two Tone,1.5,AT,G,40,1.66,-,215/60/R17,115,2.61,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,183,59,72,-,-,-,-,-,-,-,-,-,0%,0%,314
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta Prime 1.5 IVT Alpha,1.5,AT,G,40,1.66,-,215/60/R17,115,2.61,4315 x 1790 x 1630,5,4X2,FF,-,5,4,CKD,INA,133,17,3,-,-,-,-,-,-,-,-,-,0%,0%,153
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Active 1.5 MT,1.5,MT,G,40,1.66,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,-,-,-,3,1,1,-,-,-,-,-,-,0%,0%,5
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Trend 1.5 MT,1.5,MT,G,40,1.66,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,1,2,2,2,2,1,2,-,-,-,-,-,0%,0%,12
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Trend 1.5 IVT,1.5,AT,G,40,1.685,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,74,21,40,34,40,27,19,-,-,-,-,-,0%,0%,255
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Style 1.5 IVT,1.5,AT,G,40,1.685,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,11,13,15,20,22,2,17,-,-,-,-,-,0%,0%,100
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Prime 1.5 IVT,1.5,AT,G,40,1.685,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,85,70,85,48,78,50,29,-,-,-,-,-,0%,0%,445
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL Prime 1.5 IVT Two Tone,1.5,AT,G,40,1.685,-,215/60/R17,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,107,69,73,54,70,22,30,-,-,-,-,-,0%,0%,425
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL N Line 1.5 IVT,1.5,AT,G,40,1.685,-,215/55/R18,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,114,118,85,43,39,22,8,-,-,-,-,-,0%,0%,429
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL N Line 1.5 IVT Two Tone,1.5,AT,G,40,1.685,-,215/55/R18,115,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,184,207,269,205,196,140,122,-,-,-,-,-,1%,1%,1.323
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL N Line 1.5T IVT,1.5,AT,G,40,1.755,-,215/55/R18,118,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,31,30,18,6,3,4,2,-,-,-,-,-,0%,0%,94
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Creta FL N Line 1.5T IVT Two Tone,1.5,AT,G,40,1.755,-,215/55/R18,118,2.61,4330 x 1790 x 1635,5,4X2,FF,-,5,4,CKD,INA,57,43,27,1,8,25,16,-,-,-,-,-,0%,0%,177
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Active MT,1.5,MT,G,40,1.78,-,205/55/R15,115,2.78,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,138,3,8,1,6,4,6,-,-,-,-,-,0%,0%,166
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Active IVT,1.5,AT,G,40,1.83,-,205/55/R15,115,2.78,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,2,4,3,11,8,2,3,-,-,-,-,-,0%,0%,33
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Trend IVT 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,1,-,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential Tech 7 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,-,66,85,81,74,21,63,-,-,-,-,-,0%,0%,390
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential Tech 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,95,127,135,116,33,107,-,-,-,-,-,0%,0%,613
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Prime 7 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,1,84,62,43,45,7,23,-,-,-,-,-,0%,0%,265
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Prime 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,6,153,118,83,54,12,76,-,-,-,-,-,0%,0%,502
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Prime 7 Seat Two Tone,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,7,4X2,FF,-,5,4,CKD,INA,16,13,5,9,2,-,2,-,-,-,-,-,0%,0%,47
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Prime 6 Seat Two Tone,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,135,28,31,19,5,1,1,-,-,-,-,-,0%,0%,220
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential MT 7 Seat,1.5,MT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,4,2,5,8,4,6,2,-,-,-,-,-,0%,0%,31
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential MT 6 Seat,1.5,MT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,5,5,2,-,-,-,2,-,-,-,-,-,0%,0%,14
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential IVT 7 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,105,40,86,91,102,40,140,-,-,-,-,-,0%,0%,604
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Essential IVT 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,137,59,116,125,119,47,55,-,-,-,-,-,0%,0%,658
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Style 7 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,6,-,-,-,-,-,-,-,-,-,0%,0%,6
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Style 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,-,-,1,-,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Prime 7 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,95,68,79,36,35,11,22,-,-,-,-,-,0%,0%,346
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Prime 6 Seat,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,161,117,152,130,110,18,66,-,-,-,-,-,0%,0%,754
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Prime 7 Seat Two Tone,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,10,13,8,5,3,3,3,-,-,-,-,-,0%,0%,45
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer X Prime 6 Seat Two Tone,1.5,AT,G,40,1.83,-,205/55/R16,115,2.78,4460 x 1780 x 1695,6,4X2,FF,-,5,4,CKD,INA,24,20,13,24,15,8,18,-,-,-,-,-,0%,0%,122
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Cartenz Prime HSS 7 Seat,1.5,AT,G,-,-,-,-,-,2.78,4575 x 1780 x 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,24,-,-,-,-,-,0%,0%,24
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Stargazer Cartenz Prime HSS 6 Seat,1.5,AT,G,-,-,-,-,-,2.78,4575 x 1780 x 1710,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,168,-,-,-,-,-,0%,0%,168
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,South Korea,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5 Prime Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,3,1,-,-,-,-,-,-,-,-,-,-,0%,0%,4
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5 Prime Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1,3,13,1,11,1,-,-,-,-,-,-,0%,0%,30
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5 Signature Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,3,11,-,-,-,-,-,-,-,-,-,0%,0%,14
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5 Signature Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,53,97,60,47,213,3,18,-,-,-,-,-,0%,0%,491
4X2 TYPE,CC < 1.500 [G/D],HYUNDAI - HMID,Ioniq5 Signature N,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,4,5,5,2,2,1,1,-,-,-,-,-,0%,0%,20
4X2 TYPE,CC < 1.500 [G/D],JAECOO,J7,1.5,-,PHEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,-,-,-,-,120,-,-,-,-,-,-,0%,0%,120
4X2 TYPE,CC < 1.500 [G/D],JETOUR,Dashing Journey,1.498,AT,G,57,1.513,-,18,156,2.72,4590 x 1900 x 1685,5,4X2,FF,-,5,4,CKD,INA,-,10,3,3,-,1,4,-,-,-,-,-,0%,0%,21
4X2 TYPE,CC < 1.500 [G/D],JETOUR,Dashing Inspira,1.498,AT,G,57,1.55,-,19,156,2.72,4590 x 1900 x 1685,5,4X2,FF,-,5,4,CKD,INA,-,36,48,5,9,64,26,-,-,-,-,-,0%,0%,188
4X2 TYPE,CC < 1.500 [G/D],JETOUR,X70P Journey,1.498,AT,G,57,1.551,-,19,156,2.72,4724 x 1900 x 1720,7,4X2,FF,-,5,4,CKD,INA,-,-,3,-,-,1,2,-,-,-,-,-,0%,0%,6
4X2 TYPE,CC < 1.500 [G/D],JETOUR,X70P Inspira,1.498,AT,G,57,1.576,-,19,156,2.72,4724 x 1900 x 1720,7,4X2,FF,-,5,4,CKD,INA,-,36,10,12,11,22,27,-,-,-,-,-,0%,0%,118
4X2 TYPE,CC < 1.500 [G/D],KIA,Sonet Premiere,1.5,AT,G,55,1.705,-,215/60 R17,140/6000,2.61,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,30,-,-,-,-,-,1,-,-,-,-,-,0%,0%,31
4X2 TYPE,CC < 1.500 [G/D],KIA,Sonet Premiere,1.5,MT,G,55,1.705,-,215/60 R17,140/6000,2.61,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],KIA,Carens,1.353,AT,G,80,2.96,3.195,235/60 R18,270/6400,3.09,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,-,1,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],KIA,Carens,1.497,AT,G,80,2.96,3.195,235/60 R18,202/3800,3.09,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,2,-,-,-,1,2,-,-,-,-,-,0%,0%,5
4X2 TYPE,CC < 1.500 [G/D],LEXUS,LBX Luxury 1.5 Cvt Hev,1.49,CVT,HYBRID,-,1.755,-,225 / 55 R18,-,2.58,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,1,3,4,8,3,3,-,-,-,-,-,-,0%,0%,22
4X2 TYPE,CC < 1.500 [G/D],LEXUS,"LBX Sport 1,5 Cvt HEV",1.49,CVT,HYBRID,-,1.755,-,225 / 55 R18,-,2.58,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,2,-,-,2,1,1,-,-,-,-,-,0%,0%,6
4X2 TYPE,CC < 1.500 [G/D],MAZDA,Mazda 2 GT AT,1.498,AT,G,43,-,4.147,195/45R16,103,2.49,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],MAZDA,CX-3 Kuro,1.496,AT,G,48,-,-,215/50R18,111,2.57,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,16,-,-,-,-,-,0%,0%,16
4X2 TYPE,CC < 1.500 [G/D],MAZDA,MX-3 BEV,-,AT,BEV,-,-,-,215/55R18,145,2.655,4395 x 1795 x 1555,5,4X2,FF,-,5,4,CBU,Japan,2,-,1,-,1,-,1,-,-,-,-,-,0%,0%,5
4X2 TYPE,CC < 1.500 [G/D],MAXUS,MIFA 7,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,6,2,11,1,1,-,3,-,-,-,-,-,0%,0%,24
4X2 TYPE,CC < 1.500 [G/D],MAXUS,MIFA 9,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,17,6,10,2,3,1,2,-,-,-,-,-,0%,0%,41
4X2 TYPE,CC < 1.500 [G/D],MAXUS,MIFA 7 Lombardi,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],MAXUS,MIFA 9 Lombardi,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,ZS Ignite 1.5L CVT,1.498,AT,G,48,1.258,-,215/60 R16,114,2.585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,ZS Magnify 1.5L CVT,1.498,AT,G,48,1.258,-,215/55 R17,114,2.585,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,3,1,1,-,3,1,16,-,-,-,-,-,0%,0%,25
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,New HS i0Smart Magnify,1.49,AT,G,55,1.51,-,235/50 R18,162,2.72,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,1,-,-,-,1,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,4 EV Magnify CKD,-,AT,BEV,-,-,-,215/50 R17,125,2.705,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,95,189,137,102,31,7,66,-,-,-,-,-,0%,0%,627
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,4 EV Magnify Max CKD,-,AT,BEV,-,-,-,215/50 R17,125,2.705,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,39,-,-,-,-,-,0%,0%,39
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,ZS EV Magnify,-,AT,BEV,-,-,-,215/55 R17,130,2.585,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,33,26,26,8,32,48,11,-,-,-,-,-,0%,0%,184
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,4 EV Ignite CKD,-,AT,BEV,-,-,-,215/50 R17,125,2.705,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,50,87,-,-,-,-,-,-,0%,0%,137
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,ZS EV Ignite,-,AT,BEV,-,-,-,215/55 R17,130,2.585,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,17,-,-,-,-,-,-,-,0%,0%,17
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,VS HEV Magnify,1.498,AT,HYBRID,48,1.45,-,215/55 R17,109,2.585,4370 x 1809 x 1653,5,4X2,FR,-,5,4,CBU,Thailand,3,4,2,1,-,-,7,-,-,-,-,-,0%,0%,17
4X2 TYPE,CC < 1.500 [G/D],MORRIS GARAGE,EP,-,AT,BEV,-,1.102,-,205/60 R16,163,2.665,4544x1818x1543,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],MINI,Cooper Hatch A/T,1.499,AT,G,40,1.595,-,205/45 R17 88W,-,2.495,3821 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],MINI,Cooper 5 Door A/T,1.499,AT,G,40,1.71,-,205/45 R17 88W,-,2.567,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,1,-,1,-,-,-,-,-,-,-,-,-,0%,0%,2
